tas_anomaly,model,scenario,year,month
-4.3740935,E3SM-1-1,ssp245,1863,1
-4.651193,E3SM-1-1,ssp245,1863,2
-4.0893645,E3SM-1-1,ssp245,1863,3
-0.2631011,E3SM-1-1,ssp245,1863,4
-2.911264,E3SM-1-1,ssp245,1863,5
-2.7888274,E3SM-1-1,ssp245,1863,6
-0.34281301,E3SM-1-1,ssp245,1863,7
-1.0830779,E3SM-1-1,ssp245,1863,8
-0.4535613,E3SM-1-1,ssp245,1863,9
-0.081338406,E3SM-1-1,ssp245,1863,10
-0.5101409,E3SM-1-1,ssp245,1863,11
-2.6918426,E3SM-1-1,ssp245,1863,12
1.2800813,E3SM-1-1,ssp245,1864,1
0.8309846,E3SM-1-1,ssp245,1864,2
-0.49927664,E3SM-1-1,ssp245,1864,3
-0.28022146,E3SM-1-1,ssp245,1864,4
-2.6894011,E3SM-1-1,ssp245,1864,5
-1.3843169,E3SM-1-1,ssp245,1864,6
-2.329965,E3SM-1-1,ssp245,1864,7
-2.5142608,E3SM-1-1,ssp245,1864,8
-0.26023245,E3SM-1-1,ssp245,1864,9
-0.2040801,E3SM-1-1,ssp245,1864,10
0.7195344,E3SM-1-1,ssp245,1864,11
-4.0828032,E3SM-1-1,ssp245,1864,12
-4.487558,E3SM-1-1,ssp245,1865,1
-5.0839934,E3SM-1-1,ssp245,1865,2
-2.348703,E3SM-1-1,ssp245,1865,3
-1.6806426,E3SM-1-1,ssp245,1865,4
-3.5207,E3SM-1-1,ssp245,1865,5
-4.3914275,E3SM-1-1,ssp245,1865,6
-1.108316,E3SM-1-1,ssp245,1865,7
-1.0532012,E3SM-1-1,ssp245,1865,8
-2.5898528,E3SM-1-1,ssp245,1865,9
-0.30646658,E3SM-1-1,ssp245,1865,10
-2.2869048,E3SM-1-1,ssp245,1865,11
-1.3108001,E3SM-1-1,ssp245,1865,12
-5.3177276,E3SM-1-1,ssp245,1866,1
-3.2978911,E3SM-1-1,ssp245,1866,2
-5.56904,E3SM-1-1,ssp245,1866,3
-3.099771,E3SM-1-1,ssp245,1866,4
-0.9941802,E3SM-1-1,ssp245,1866,5
-2.5048614,E3SM-1-1,ssp245,1866,6
-2.2130218,E3SM-1-1,ssp245,1866,7
-1.5758452,E3SM-1-1,ssp245,1866,8
-2.0050445,E3SM-1-1,ssp245,1866,9
-1.7902617,E3SM-1-1,ssp245,1866,10
-2.3006072,E3SM-1-1,ssp245,1866,11
-4.1409698,E3SM-1-1,ssp245,1866,12
0.40996408,E3SM-1-1,ssp245,1867,1
-1.1668487,E3SM-1-1,ssp245,1867,2
1.1458955,E3SM-1-1,ssp245,1867,3
-1.5281463,E3SM-1-1,ssp245,1867,4
-2.5047393,E3SM-1-1,ssp245,1867,5
-2.3968902,E3SM-1-1,ssp245,1867,6
-1.3607879,E3SM-1-1,ssp245,1867,7
0.49254465,E3SM-1-1,ssp245,1867,8
-0.24479055,E3SM-1-1,ssp245,1867,9
-3.1084075,E3SM-1-1,ssp245,1867,10
-2.6058745,E3SM-1-1,ssp245,1867,11
-1.4041533,E3SM-1-1,ssp245,1867,12
0.27239084,E3SM-1-1,ssp245,1868,1
-0.049844265,E3SM-1-1,ssp245,1868,2
-2.1755157,E3SM-1-1,ssp245,1868,3
-1.2871795,E3SM-1-1,ssp245,1868,4
-2.243692,E3SM-1-1,ssp245,1868,5
-2.9969878,E3SM-1-1,ssp245,1868,6
-1.2443023,E3SM-1-1,ssp245,1868,7
-4.065286,E3SM-1-1,ssp245,1868,8
-4.1708465,E3SM-1-1,ssp245,1868,9
-1.974649,E3SM-1-1,ssp245,1868,10
-0.73954153,E3SM-1-1,ssp245,1868,11
-1.433969,E3SM-1-1,ssp245,1868,12
-0.7946563,E3SM-1-1,ssp245,1869,1
-0.069253445,E3SM-1-1,ssp245,1869,2
0.5646272,E3SM-1-1,ssp245,1869,3
-2.4733367,E3SM-1-1,ssp245,1869,4
-4.1261687,E3SM-1-1,ssp245,1869,5
0.060904026,E3SM-1-1,ssp245,1869,6
-2.104776,E3SM-1-1,ssp245,1869,7
-2.6167998,E3SM-1-1,ssp245,1869,8
-2.3413482,E3SM-1-1,ssp245,1869,9
-2.8326812,E3SM-1-1,ssp245,1869,10
0.5856843,E3SM-1-1,ssp245,1869,11
-5.029123,E3SM-1-1,ssp245,1869,12
0.58644724,E3SM-1-1,ssp245,1870,1
-3.750894,E3SM-1-1,ssp245,1870,2
4.0356355,E3SM-1-1,ssp245,1870,3
-1.3125701,E3SM-1-1,ssp245,1870,4
-1.9414153,E3SM-1-1,ssp245,1870,5
-2.379068,E3SM-1-1,ssp245,1870,6
-1.8242888,E3SM-1-1,ssp245,1870,7
-1.3802276,E3SM-1-1,ssp245,1870,8
-2.6018767,E3SM-1-1,ssp245,1870,9
-3.0341582,E3SM-1-1,ssp245,1870,10
-0.69284964,E3SM-1-1,ssp245,1870,11
-1.0467925,E3SM-1-1,ssp245,1870,12
0.3526826,E3SM-1-1,ssp245,1871,1
-2.0179534,E3SM-1-1,ssp245,1871,2
-0.24289846,E3SM-1-1,ssp245,1871,3
-2.898294,E3SM-1-1,ssp245,1871,4
-3.4117217,E3SM-1-1,ssp245,1871,5
-2.3500457,E3SM-1-1,ssp245,1871,6
-1.5614715,E3SM-1-1,ssp245,1871,7
-1.6869292,E3SM-1-1,ssp245,1871,8
-2.6530547,E3SM-1-1,ssp245,1871,9
-2.4717193,E3SM-1-1,ssp245,1871,10
-1.6898589,E3SM-1-1,ssp245,1871,11
-0.029946804,E3SM-1-1,ssp245,1871,12
1.7688813,E3SM-1-1,ssp245,1872,1
0.08092356,E3SM-1-1,ssp245,1872,2
0.9660249,E3SM-1-1,ssp245,1872,3
0.024801731,E3SM-1-1,ssp245,1872,4
-5.5944,E3SM-1-1,ssp245,1872,5
-1.9627776,E3SM-1-1,ssp245,1872,6
-1.2814727,E3SM-1-1,ssp245,1872,7
-0.074807644,E3SM-1-1,ssp245,1872,8
-1.91575,E3SM-1-1,ssp245,1872,9
0.74147654,E3SM-1-1,ssp245,1872,10
-0.40220022,E3SM-1-1,ssp245,1872,11
0.19057322,E3SM-1-1,ssp245,1872,12
2.6431184,E3SM-1-1,ssp245,1873,1
0.28508615,E3SM-1-1,ssp245,1873,2
2.7334504,E3SM-1-1,ssp245,1873,3
0.29076242,E3SM-1-1,ssp245,1873,4
0.69948435,E3SM-1-1,ssp245,1873,5
-1.9674468,E3SM-1-1,ssp245,1873,6
-2.5865264,E3SM-1-1,ssp245,1873,7
-3.184915,E3SM-1-1,ssp245,1873,8
-4.0705657,E3SM-1-1,ssp245,1873,9
-1.1064239,E3SM-1-1,ssp245,1873,10
-2.1722198,E3SM-1-1,ssp245,1873,11
0.93837595,E3SM-1-1,ssp245,1873,12
-5.177652,E3SM-1-1,ssp245,1874,1
0.14620066,E3SM-1-1,ssp245,1874,2
-4.026834,E3SM-1-1,ssp245,1874,3
-5.263498,E3SM-1-1,ssp245,1874,4
-1.7763762,E3SM-1-1,ssp245,1874,5
-0.56699514,E3SM-1-1,ssp245,1874,6
-3.2529387,E3SM-1-1,ssp245,1874,7
-2.4973845,E3SM-1-1,ssp245,1874,8
-3.1044707,E3SM-1-1,ssp245,1874,9
-2.9560943,E3SM-1-1,ssp245,1874,10
-1.6670318,E3SM-1-1,ssp245,1874,11
-1.5960174,E3SM-1-1,ssp245,1874,12
-2.516397,E3SM-1-1,ssp245,1875,1
-3.2398162,E3SM-1-1,ssp245,1875,2
1.9967256,E3SM-1-1,ssp245,1875,3
-0.7264495,E3SM-1-1,ssp245,1875,4
0.09877634,E3SM-1-1,ssp245,1875,5
1.5788789,E3SM-1-1,ssp245,1875,6
-2.3368316,E3SM-1-1,ssp245,1875,7
-1.2998748,E3SM-1-1,ssp245,1875,8
-2.148416,E3SM-1-1,ssp245,1875,9
-4.9131866,E3SM-1-1,ssp245,1875,10
-2.6443572,E3SM-1-1,ssp245,1875,11
-2.9935088,E3SM-1-1,ssp245,1875,12
-5.024179,E3SM-1-1,ssp245,1876,1
-7.790628,E3SM-1-1,ssp245,1876,2
-4.277841,E3SM-1-1,ssp245,1876,3
-1.174295,E3SM-1-1,ssp245,1876,4
