tas_anomaly,model,scenario,year,month
-1.5908341,E3SM-1-1,ssp245,1886,11
-3.0037065,E3SM-1-1,ssp245,1886,12
-3.833815,E3SM-1-1,ssp245,1887,1
-2.9528031,E3SM-1-1,ssp245,1887,2
-3.0207353,E3SM-1-1,ssp245,1887,3
-1.1539445,E3SM-1-1,ssp245,1887,4
-2.5124955,E3SM-1-1,ssp245,1887,5
-1.5628495,E3SM-1-1,ssp245,1887,6
-2.1927629,E3SM-1-1,ssp245,1887,7
-3.4513688,E3SM-1-1,ssp245,1887,8
-3.1611466,E3SM-1-1,ssp245,1887,9
-0.9704423,E3SM-1-1,ssp245,1887,10
-2.413588,E3SM-1-1,ssp245,1887,11
-2.7170548,E3SM-1-1,ssp245,1887,12
-3.1849504,E3SM-1-1,ssp245,1888,1
-1.265883,E3SM-1-1,ssp245,1888,2
-2.2501054,E3SM-1-1,ssp245,1888,3
-3.7077775,E3SM-1-1,ssp245,1888,4
-1.8157487,E3SM-1-1,ssp245,1888,5
-1.926436,E3SM-1-1,ssp245,1888,6
-3.9721513,E3SM-1-1,ssp245,1888,7
-2.2097611,E3SM-1-1,ssp245,1888,8
-3.5180802,E3SM-1-1,ssp245,1888,9
-0.35557413,E3SM-1-1,ssp245,1888,10
-2.5245805,E3SM-1-1,ssp245,1888,11
-1.6570573,E3SM-1-1,ssp245,1888,12
0.20564413,E3SM-1-1,ssp245,1889,1
-4.101546,E3SM-1-1,ssp245,1889,2
-3.2508073,E3SM-1-1,ssp245,1889,3
0.5288558,E3SM-1-1,ssp245,1889,4
0.17424154,E3SM-1-1,ssp245,1889,5
-1.9643083,E3SM-1-1,ssp245,1889,6
-2.3372025,E3SM-1-1,ssp245,1889,7
-1.3516068,E3SM-1-1,ssp245,1889,8
-3.365065,E3SM-1-1,ssp245,1889,9
-3.806685,E3SM-1-1,ssp245,1889,10
-2.984694,E3SM-1-1,ssp245,1889,11
-1.3801408,E3SM-1-1,ssp245,1889,12
-0.7232499,E3SM-1-1,ssp245,1890,1
-1.7734513,E3SM-1-1,ssp245,1890,2
-2.9626908,E3SM-1-1,ssp245,1890,3
-4.0768266,E3SM-1-1,ssp245,1890,4
-5.3028092,E3SM-1-1,ssp245,1890,5
-4.5024858,E3SM-1-1,ssp245,1890,6
-3.7216325,E3SM-1-1,ssp245,1890,7
-3.6457963,E3SM-1-1,ssp245,1890,8
-5.004439,E3SM-1-1,ssp245,1890,9
-3.4796891,E3SM-1-1,ssp245,1890,10
-1.4731889,E3SM-1-1,ssp245,1890,11
-2.620009,E3SM-1-1,ssp245,1890,12
-1.5992875,E3SM-1-1,ssp245,1891,1
-0.66898966,E3SM-1-1,ssp245,1891,2
-2.4531999,E3SM-1-1,ssp245,1891,3
-2.831221,E3SM-1-1,ssp245,1891,4
-2.4317155,E3SM-1-1,ssp245,1891,5
-2.4001298,E3SM-1-1,ssp245,1891,6
-3.1240678,E3SM-1-1,ssp245,1891,7
-2.3819108,E3SM-1-1,ssp245,1891,8
-1.4810014,E3SM-1-1,ssp245,1891,9
-1.2474809,E3SM-1-1,ssp245,1891,10
-2.374617,E3SM-1-1,ssp245,1891,11
-1.693068,E3SM-1-1,ssp245,1891,12
-2.4358659,E3SM-1-1,ssp245,1892,1
-3.4941545,E3SM-1-1,ssp245,1892,2
-3.234572,E3SM-1-1,ssp245,1892,3
-2.2439408,E3SM-1-1,ssp245,1892,4
-3.1214433,E3SM-1-1,ssp245,1892,5
0.9699569,E3SM-1-1,ssp245,1892,6
-2.8103166,E3SM-1-1,ssp245,1892,7
-2.28163,E3SM-1-1,ssp245,1892,8
-1.1290116,E3SM-1-1,ssp245,1892,9
-2.0313554,E3SM-1-1,ssp245,1892,10
-3.3601823,E3SM-1-1,ssp245,1892,11
-1.365767,E3SM-1-1,ssp245,1892,12
-1.1497636,E3SM-1-1,ssp245,1893,1
-3.190352,E3SM-1-1,ssp245,1893,2
-0.50144815,E3SM-1-1,ssp245,1893,3
-3.8408036,E3SM-1-1,ssp245,1893,4
-0.3469987,E3SM-1-1,ssp245,1893,5
0.52369833,E3SM-1-1,ssp245,1893,6
-1.8240495,E3SM-1-1,ssp245,1893,7
-0.74223185,E3SM-1-1,ssp245,1893,8
-1.7817826,E3SM-1-1,ssp245,1893,9
-0.14417887,E3SM-1-1,ssp245,1893,10
0.56172323,E3SM-1-1,ssp245,1893,11
-0.98930216,E3SM-1-1,ssp245,1893,12
-2.0232987,E3SM-1-1,ssp245,1894,1
-3.0280595,E3SM-1-1,ssp245,1894,2
-4.092482,E3SM-1-1,ssp245,1894,3
-2.6204362,E3SM-1-1,ssp245,1894,4
-2.843306,E3SM-1-1,ssp245,1894,5
-4.531325,E3SM-1-1,ssp245,1894,6
-4.7384477,E3SM-1-1,ssp245,1894,7
-2.7630448,E3SM-1-1,ssp245,1894,8
-5.030745,E3SM-1-1,ssp245,1894,9
-3.827376,E3SM-1-1,ssp245,1894,10
-1.2747941,E3SM-1-1,ssp245,1894,11
-2.0868669,E3SM-1-1,ssp245,1894,12
