time,psis,tair,D,Ca,al
2000-04-20,-0.10969911,11.1406555,2.5830297,420,10
2000-04-21,-0.09849399,12.950256,3.6189823,420,10
2000-04-22,-0.10352726,12.349884,2.6719227,420,10
2000-04-23,-0.10759412,12.41153,3.3471336,420,10
2000-04-24,-0.113632746,14.282257,4.492029,420,10
2000-04-25,-0.07496107,10.695007,3.030387,420,10
2000-04-26,-0.057496745,15.956177,5.3904877,420,10
2000-04-27,-0.07084802,14.890381,5.0075417,420,10
2000-04-28,-0.07929218,11.843689,2.7750187,420,10
2000-04-29,-0.05787963,11.315063,3.180893,420,10
2000-04-30,-0.048321128,11.1154785,3.560586,420,10
2000-05-01,-0.058574237,14.991241,4.7656765,420,10
2000-05-02,-0.06874994,15.216431,4.278241,420,10
2000-05-03,-0.07540693,13.095215,2.8268042,420,10
2000-05-04,-0.08144166,14.886963,3.9040422,420,10
2000-05-05,-0.086332664,11.366913,2.001029,420,10
2000-05-06,-0.08948538,13.042175,3.2434864,420,10
2000-05-07,-0.094022945,12.712982,3.2870836,420,10
2000-05-08,-0.09784293,12.901123,2.936491,420,10
2000-05-09,-0.10129154,14.094788,3.578391,420,10
2000-05-10,-0.1063819,13.065857,3.5152092,420,10
2000-05-11,-0.11035228,11.505096,4.628106,420,10
2000-05-12,-0.11592157,13.443115,5.3106966,420,10
2000-05-13,-0.12193394,13.677002,4.92385,420,10
2000-05-14,-0.12515937,11.497101,3.2782269,420,10
2000-05-15,-0.12785915,13.948608,4.048025,420,10
2000-05-16,-0.13198604,14.089081,4.409602,420,10
2000-05-17,-0.13441864,12.807587,2.6825094,420,10
2000-05-18,-0.13720556,16.230835,5.0220156,420,10
2000-05-19,-0.14427488,17.378784,6.2322226,420,10
2000-05-20,-0.15374611,19.068726,8.606036,420,10
2000-05-21,-0.16351356,16.284393,5.6253242,420,10
2000-05-22,-0.17053123,20.059723,10.020874,420,10
2000-05-23,-0.18035987,17.382507,6.6217165,420,10
2000-05-24,-0.18387792,13.071777,3.6653795,420,10
2000-05-25,-0.18100776,13.143738,2.6021757,420,10
2000-05-26,-0.1799134,15.528076,3.9038992,420,10
2000-05-27,-0.18147717,15.258881,3.5818167,420,10
2000-05-28,-0.18592453,19.213531,8.504439,420,10
2000-05-29,-0.19696176,17.856262,7.1946,420,10
2000-05-30,-0.20247251,15.957001,5.8073454,420,10
2000-05-31,-0.20558119,15.943848,5.4657593,420,10
2000-06-01,-0.20483774,15.0737915,4.5050335,420,10
2000-06-02,-0.20521015,16.381836,4.8190603,420,10
2000-06-03,-0.20724547,14.903442,3.9660406,420,10
2000-06-04,-0.2076018,13.741455,4.2518883,420,10
2000-06-05,-0.2073603,15.120056,3.6273222,420,10
2000-06-06,-0.20931,16.011414,5.0681725,420,10
2000-06-07,-0.207147,15.120911,3.9732523,420,10
2000-06-08,-0.20507649,14.1623535,4.2436733,420,10
2000-06-09,-0.19519381,13.873535,2.9554653,420,10
2000-06-10,-0.19724579,15.322449,4.550933,420,10
2000-06-11,-0.20215894,15.783966,4.4791336,420,10
2000-06-12,-0.20895669,18.361053,7.452709,420,10
2000-06-13,-0.21746983,17.524506,5.5132875,420,10
2000-06-14,-0.22622488,20.678162,10.308768,420,10
2000-06-15,-0.22371328,16.503204,4.4898834,420,10
2000-06-16,-0.2284713,18.741455,6.7304907,420,10
2000-06-17,-0.23556031,17.251648,4.8445787,420,10
2000-06-18,-0.23795371,14.9600525,3.436533,420,10
2000-06-19,-0.23879367,16.84488,3.594944,420,10
2000-06-20,-0.24151488,17.620483,4.5885963,420,10
2000-06-21,-0.24111149,15.890198,4.184355,420,10
2000-06-22,-0.24346487,18.624237,5.638036,420,10
2000-06-23,-0.23956847,16.464508,4.688286,420,10
