tas_anomaly,model,scenario,year,month
-0.7868439,NorESM2-MM,ssp245,1881,12
-2.4770293,NorESM2-MM,ssp245,1882,1
-3.277719,NorESM2-MM,ssp245,1882,2
-1.4346405,NorESM2-MM,ssp245,1882,3
-1.2209259,NorESM2-MM,ssp245,1882,4
-0.7070404,NorESM2-MM,ssp245,1882,5
-0.5842377,NorESM2-MM,ssp245,1882,6
-0.31092224,NorESM2-MM,ssp245,1882,7
-0.5347382,NorESM2-MM,ssp245,1882,8
-0.45108947,NorESM2-MM,ssp245,1882,9
-0.05848083,NorESM2-MM,ssp245,1882,10
-1.7405182,NorESM2-MM,ssp245,1882,11
0.3032135,NorESM2-MM,ssp245,1882,12
1.4199432,NorESM2-MM,ssp245,1883,1
0.95140684,NorESM2-MM,ssp245,1883,2
-0.37223205,NorESM2-MM,ssp245,1883,3
-0.2573639,NorESM2-MM,ssp245,1883,4
-0.99717104,NorESM2-MM,ssp245,1883,5
-0.80936587,NorESM2-MM,ssp245,1883,6
-1.3510529,NorESM2-MM,ssp245,1883,7
-0.68500674,NorESM2-MM,ssp245,1883,8
-1.0713593,NorESM2-MM,ssp245,1883,9
-1.279123,NorESM2-MM,ssp245,1883,10
-2.956369,NorESM2-MM,ssp245,1883,11
-1.564035,NorESM2-MM,ssp245,1883,12
-0.5547577,NorESM2-MM,ssp245,1884,1
0.4940094,NorESM2-MM,ssp245,1884,2
0.044943243,NorESM2-MM,ssp245,1884,3
-1.8228546,NorESM2-MM,ssp245,1884,4
-1.968515,NorESM2-MM,ssp245,1884,5
-2.052713,NorESM2-MM,ssp245,1884,6
-1.3299958,NorESM2-MM,ssp245,1884,7
-1.4993378,NorESM2-MM,ssp245,1884,8
-1.0668122,NorESM2-MM,ssp245,1884,9
-0.35382995,NorESM2-MM,ssp245,1884,10
-0.83103335,NorESM2-MM,ssp245,1884,11
-0.6092011,NorESM2-MM,ssp245,1884,12
-1.5039154,NorESM2-MM,ssp245,1885,1
-2.5421233,NorESM2-MM,ssp245,1885,2
-2.4562163,NorESM2-MM,ssp245,1885,3
-1.1709992,NorESM2-MM,ssp245,1885,4
-1.5355316,NorESM2-MM,ssp245,1885,5
-1.8241364,NorESM2-MM,ssp245,1885,6
-2.0454497,NorESM2-MM,ssp245,1885,7
-1.4823395,NorESM2-MM,ssp245,1885,8
-1.0729462,NorESM2-MM,ssp245,1885,9
-1.3117462,NorESM2-MM,ssp245,1885,10
-3.0879607,NorESM2-MM,ssp245,1885,11
-3.6493316,NorESM2-MM,ssp245,1885,12
-1.5690094,NorESM2-MM,ssp245,1886,1
-1.5567719,NorESM2-MM,ssp245,1886,2
-1.0783783,NorESM2-MM,ssp245,1886,3
-0.14237365,NorESM2-MM,ssp245,1886,4
-0.5579926,NorESM2-MM,ssp245,1886,5
-1.5916535,NorESM2-MM,ssp245,1886,6
-1.6938874,NorESM2-MM,ssp245,1886,7
-1.0434052,NorESM2-MM,ssp245,1886,8
-0.93348086,NorESM2-MM,ssp245,1886,9
-0.59562075,NorESM2-MM,ssp245,1886,10
-1.2491547,NorESM2-MM,ssp245,1886,11
-1.9348847,NorESM2-MM,ssp245,1886,12
-1.341806,NorESM2-MM,ssp245,1887,1
-0.9184967,NorESM2-MM,ssp245,1887,2
-2.6191802,NorESM2-MM,ssp245,1887,3
-0.5521637,NorESM2-MM,ssp245,1887,4
-2.208902,NorESM2-MM,ssp245,1887,5
-0.8274323,NorESM2-MM,ssp245,1887,6
-0.7465607,NorESM2-MM,ssp245,1887,7
-0.5478302,NorESM2-MM,ssp245,1887,8
-1.0658661,NorESM2-MM,ssp245,1887,9
-0.6885468,NorESM2-MM,ssp245,1887,10
-1.3353363,NorESM2-MM,ssp245,1887,11
-0.2811981,NorESM2-MM,ssp245,1887,12
1.3306183,NorESM2-MM,ssp245,1888,1
-1.2972504,NorESM2-MM,ssp245,1888,2
-0.83414614,NorESM2-MM,ssp245,1888,3
-0.33646545,NorESM2-MM,ssp245,1888,4
-1.2618805,NorESM2-MM,ssp245,1888,5
-1.3674408,NorESM2-MM,ssp245,1888,6
-1.0680023,NorESM2-MM,ssp245,1888,7
-0.86243594,NorESM2-MM,ssp245,1888,8
-0.7107636,NorESM2-MM,ssp245,1888,9
-0.081704706,NorESM2-MM,ssp245,1888,10
0.39864197,NorESM2-MM,ssp245,1888,11
-2.1228118,NorESM2-MM,ssp245,1888,12
-0.51612246,NorESM2-MM,ssp245,1889,1
-0.21015319,NorESM2-MM,ssp245,1889,2
0.5425018,NorESM2-MM,ssp245,1889,3
-0.2167755,NorESM2-MM,ssp245,1889,4
-0.56437075,NorESM2-MM,ssp245,1889,5
-1.3117768,NorESM2-MM,ssp245,1889,6
-0.9975678,NorESM2-MM,ssp245,1889,7
-1.4107758,NorESM2-MM,ssp245,1889,8
-1.1076447,NorESM2-MM,ssp245,1889,9
-1.0322663,NorESM2-MM,ssp245,1889,10
0.29808655,NorESM2-MM,ssp245,1889,11
-0.44205627,NorESM2-MM,ssp245,1889,12
-0.12616882,NorESM2-MM,ssp245,1890,1
-1.4997956,NorESM2-MM,ssp245,1890,2
-0.3696991,NorESM2-MM,ssp245,1890,3
-0.01575622,NorESM2-MM,ssp245,1890,4
-0.3584076,NorESM2-MM,ssp245,1890,5
-1.1374298,NorESM2-MM,ssp245,1890,6
-1.1570221,NorESM2-MM,ssp245,1890,7
-1.4092804,NorESM2-MM,ssp245,1890,8
-1.1098114,NorESM2-MM,ssp245,1890,9
-1.7317597,NorESM2-MM,ssp245,1890,10
-1.7561127,NorESM2-MM,ssp245,1890,11
-1.7745148,NorESM2-MM,ssp245,1890,12
-0.99268496,NorESM2-MM,ssp245,1891,1
-0.76108706,NorESM2-MM,ssp245,1891,2
-1.9555146,NorESM2-MM,ssp245,1891,3
-1.6982514,NorESM2-MM,ssp245,1891,4
-1.4270722,NorESM2-MM,ssp245,1891,5
-1.7412506,NorESM2-MM,ssp245,1891,6
-0.88434756,NorESM2-MM,ssp245,1891,7
-0.68708193,NorESM2-MM,ssp245,1891,8
-1.225351,NorESM2-MM,ssp245,1891,9
-1.453775,NorESM2-MM,ssp245,1891,10
-1.8081757,NorESM2-MM,ssp245,1891,11
-0.2618805,NorESM2-MM,ssp245,1891,12
-3.2417388,NorESM2-MM,ssp245,1892,1
-1.1426789,NorESM2-MM,ssp245,1892,2
-0.9212433,NorESM2-MM,ssp245,1892,3
-1.8337494,NorESM2-MM,ssp245,1892,4
-0.85721743,NorESM2-MM,ssp245,1892,5
-0.39145812,NorESM2-MM,ssp245,1892,6
-0.8855072,NorESM2-MM,ssp245,1892,7
-0.7266327,NorESM2-MM,ssp245,1892,8
-0.59110415,NorESM2-MM,ssp245,1892,9
-1.1468598,NorESM2-MM,ssp245,1892,10
-0.5667511,NorESM2-MM,ssp245,1892,11
